poids_kg,volume_m3,valeur_marchandise,distance_km,mode_transport,type_marchandise,port_origine,destination,mois,type_conteneur,incoterm,volume_annuel_tonnes,cout_mad_kg,cout_mad_m3,cout_total,ratio_valeur_cout
225378.18,593.21,1067916.01,2000,maritime,general,Casablanca,Europe_Sud,12,20_std,EXW,0,0.398,151.357,89700.51564,11.90534973384017
148.77,0.75,2482.56,250,routier,fragile,Casablanca,Asie,6,40_std,FOB,0,0.774,152.887,115.14798,21.559735568092467
426.49,1.42,5027.89,6000,aerien,general,Casablanca,Europe_Sud,2,40_hc,DDP,10000,14.031,4205.297,5984.081190000001,0.8402108595054004
30.52,0.12,281.09,500,aerien,general,Tanger-Med,Europe_Nord,3,40_hc,EXW,1000,3.55,918.738,108.34599999999999,2.594373580935152
768.67,5.1,5357.8,800,routier,general,Tanger-Med,Europe_Sud,2,20_std,EXW,5000,0.584,88.021,448.90327999999994,11.935310430344819
224710.64,214.99,464014.9,9000,maritime,vrac,Jorf Lasfar,Asie,5,40_std,FCA,0,1.722,1799.66,386951.72208000004,1.1991545030624458
1822.31,8.43,53804.0,250,routier,fragile,Casablanca,Afrique_Ouest,5,20_reefer,CIF,10000,0.574,124.051,1046.0059399999998,51.43756640617166
355.93,1.46,4727.39,5000,aerien,general,Tanger-Med,Europe_Nord,11,40_std,FOB,500,16.649,4061.005,5925.878570000001,0.7977534375970178
1489.6,4.41,10194.48,1200,routier,general,Tanger-Med,Europe_Sud,8,20_reefer,CIF,500,1.356,458.386,2019.8976,5.047028126574337
209539.11,900.58,1481687.66,7000,maritime,general,Tanger-Med,Afrique_Ouest,6,40_std,FOB,1000,1.302,302.99,272819.92122,5.431009778810022
156236.99,459.67,1050646.97,3000,maritime,perissable,Tanger-Med,Europe_Nord,7,20_reefer,DAT,10000,0.569,193.439,88898.84730999998,11.818454364613743
1662.14,8.93,93259.15,500,routier,fragile,Casablanca,Europe_Sud,11,vrac,FOB,0,1.006,187.249,1672.11284,55.77323956199032
2113.08,2.17,7353.06,1500,routier,vrac,Casablanca,Europe_Sud,12,40_std,DDP,1000,1.176,1143.358,2484.9820799999998,2.9589992053383343
3800.23,16.34,241448.92,9000,maritime,fragile,Tanger-Med,Europe_Sud,9,40_std,DAT,1000,1.239,288.026,4708.48497,51.279535039059496
187761.87,508.15,16961194.41,3000,maritime,perissable,Casablanca,Europe_Sud,12,40_std,DDP,0,1.027,379.647,192831.44048999998,87.9586563627812
2242.35,11.36,8656.08,100,routier,general,Tanger-Med,Europe_Sud,4,vrac,FOB,0,0.359,70.944,805.0036499999999,10.752845654799206
36349.75,157.03,127634.92,1000,maritime,general,Casablanca,Afrique_Ouest,6,20_std,DDP,0,0.424,98.072,15412.294,8.281370703154249
1241.66,4.49,38090.74,100,routier,perissable,Casablanca,Europe_Sud,7,20_reefer,FOB,100,0.616,170.096,764.86256,49.80076420527107
220331.1,510.94,3614243.91,5000,maritime,perissable,Casablanca,Europe_Nord,11,40_hc,DDP,0,1.725,744.063,380071.1475,9.509387739041674
24000.0,175.17,361243.13,100,routier,fragile,Casablanca,Asie,3,40_hc,FCA,0,0.418,57.272,10032.0,36.00908393141946
16393.3,49.72,244934.05,3000,aerien,general,Tanger-Med,Amerique_Sud,12,20_reefer,FOB,0,14.633,4824.76,239883.15889999998,1.0210556302625045
24000.0,76.34,130175.3,1500,routier,general,Tanger-Med,Moyen_Orient,8,40_std,CIF,0,1.668,524.546,40032.0,3.2517810751398883
23127.75,80.95,249731.0,250,routier,perissable,Casablanca,Moyen_Orient,4,palette,CIF,10000,0.65,185.638,15033.0375,16.612145083786295
2149.12,2.93,6103.16,1500,routier,vrac,Jorf Lasfar,Amerique_Nord,4,palette,CIF,0,1.514,1110.374,3253.76768,1.8757208873621856
3044.13,17.75,93342.16,1200,routier,fragile,Casablanca,Asie,2,20_std,FOB,10000,1.424,244.263,4334.84112,21.53300603552455
2891.92,10.65,17078.24,2000,maritime,general,Casablanca,Europe_Nord,9,40_std,DDP,0,0.657,178.247,1899.9914400000002,8.9885878643748
10410.74,40.59,112779.52,1200,routier,fragile,Casablanca,Europe_Nord,9,40_std,FOB,0,1.637,419.998,17042.38138,6.617591607963417
97.09,0.22,2486.5,6000,aerien,perissable,Tanger-Med,Europe_Sud,10,20_reefer,EXW,0,25.473,11029.64,2473.17357,1.005388392534051
8896.67,38.96,44613.94,500,routier,general,Tanger-Med,Amerique_Sud,10,palette,EXW,0,0.559,127.536,4973.2385300000005,8.970802371709285
1655.57,5.29,11100.95,250,routier,general,Tanger-Ville,Europe_Sud,5,40_std,FCA,0,0.466,145.812,771.49562,14.388869764419402
1403.34,3.25,21558.13,800,routier,perissable,Casablanca,Europe_Sud,8,40_std,FCA,0,1.299,561.309,1822.9386599999998,11.826031491372289
800.38,2.38,7136.06,2500,routier,perissable,Tanger-Med,Europe_Sud,11,40_hc,DAT,0,2.761,929.741,2209.84918,3.229206800438752
1580.05,3.96,9381.05,800,routier,dangereux,Nador,Asie,8,20_std,CIF,500,1.805,720.64,2851.99025,3.2892994637692046
960.82,2.1,48805.01,250,routier,perissable,Agadir,Europe_Sud,11,40_std,DDP,0,0.845,387.081,811.8929,60.11262076562068
6483.98,21.41,40069.29,1200,routier,general,Casablanca,Asie,1,20_reefer,EXW,0,1.538,465.817,9972.36124,4.018034348703558
1749.05,5.62,10535.6,500,routier,general,Nador,Afrique_Ouest,3,20_std,FOB,0,0.844,262.731,1476.1981999999998,7.136982012307021
4718.3,15.55,46297.97,5000,maritime,fragile,Tanger-Med,Europe_Sud,12,40_std,FCA,0,0.996,302.27,4699.4268,9.851833419343823
2356.79,5.31,20760.42,7000,maritime,dangereux,Casablanca,Asie,12,40_hc,FOB,0,2.169,962.534,5111.87751,4.0612123352697465
787.57,2.11,28155.2,800,routier,perissable,Casablanca,Europe_Nord,2,vrac,EXW,5000,1.106,412.239,871.0524200000001,32.32319818364088
1450.9,4.56,14439.37,1500,routier,general,Tanger-Med,Asie,5,20_std,EXW,0,1.524,484.377,2211.1716,6.530189696720056
158.42,0.45,2786.76,6000,aerien,general,Tanger-Med,Europe_Sud,3,20_std,CIF,0,16.958,5925.018,2686.4863599999994,1.0373251997452915
50362.16,229.51,203861.66,5000,maritime,general,Casablanca,Afrique_Ouest,7,20_std,FCA,1000,0.896,196.615,45124.49536,4.517760439725835
209904.08,874.94,1626565.54,2000,maritime,general,Casablanca,Moyen_Orient,2,20_std,FOB,500,0.36,86.416,75565.46879999999,21.525249109550952
4074.51,14.62,95499.01,1500,routier,perissable,Casablanca,Europe_Nord,12,20_std,DDP,0,2.344,653.387,9550.65144,9.999214252551551
17068.88,79.87,1336212.44,11000,maritime,fragile,Agadir,Europe_Sud,3,40_std,FOB,1000,2.177,465.265,37158.95176,35.95936851583565
1738.81,5.91,8957.73,1000,maritime,general,Casablanca,Amerique_Sud,11,20_std,FCA,0,0.295,86.857,512.94895,17.463199797952605
93443.72,576.65,3068106.01,3000,maritime,fragile,Tanger-Med,Amerique_Nord,7,20_std,FCA,0,0.853,138.272,79707.49316,38.49206502883323
7511.4,30.61,684047.91,2000,aerien,fragile,Agadir,Moyen_Orient,3,20_std,DAT,1000,9.893,2427.285,74310.28020000001,9.205293105596445
639.55,2.81,7239.29,1500,routier,general,Agadir,Asie,3,40_hc,FOB,0,2.182,496.047,1395.4980999999998,5.187602906804388
2526.26,7.07,13258.54,1200,routier,dangereux,Tanger-Med,Asie,5,40_hc,CIF,0,1.987,709.924,5019.678620000001,2.641312522912074
1300.42,4.24,5157.5,1000,maritime,general,Tanger-Med,Asie,1,palette,DDP,500,0.408,125.006,530.57136,9.72065284488782
312.03,0.89,3208.78,10000,aerien,dangereux,Tanger-Med,Europe_Nord,3,20_std,CIF,10000,25.404,8891.014,7926.810119999999,0.4048009163110874
396.55,2.21,2789.82,250,routier,general,Tanger-Med,Afrique_Ouest,2,20_std,EXW,0,0.528,94.933,209.37840000000003,13.324297062161138
2435.41,8.48,7344.75,1500,routier,general,Casablanca,Europe_Nord,2,20_std,DDP,0,2.029,582.663,4941.446889999999,1.4863561550896283
1750.61,5.14,23750.6,500,routier,perissable,Tanger-Med,Europe_Nord,12,40_std,EXW,0,0.934,318.325,1635.06974,14.525741268993212
2213.72,7.14,51931.25,500,routier,general,Casablanca,Europe_Sud,3,40_hc,FCA,10000,0.609,188.678,1348.15548,38.52022320155536
1042.56,3.57,10400.16,2000,maritime,general,Tanger-Med,Europe_Sud,2,20_std,EXW,5000,0.332,96.699,346.12992,30.046983514167163
244872.0,1506.12,2547291.48,2000,maritime,general,Tanger-Med,Europe_Sud,3,40_hc,FCA,5000,0.338,55.006,82766.736,30.776754081494765
3750.75,8.48,55975.62,1200,routier,perissable,Tanger-Med,Amerique_Sud,5,20_std,EXW,5000,0.968,427.909,3630.726,15.417197552225092
2032.3,7.36,62021.14,800,routier,fragile,Tanger-Med,Amerique_Nord,10,20_std,DDP,0,1.337,369.034,2717.1850999999997,22.825511592861307
162.59,0.54,1165.98,100,routier,general,Agadir,Europe_Nord,12,40_hc,EXW,10000,0.383,115.486,62.27197,18.72399411805986
221.97,0.73,813.98,100,routier,general,Tanger-Med,Moyen_Orient,10,vrac,EXW,0,0.258,78.222,57.26826,14.21345785606198
175869.24,528.67,3792954.26,1000,maritime,perissable,Casablanca,Amerique_Sud,7,palette,EXW,0,0.387,128.876,68061.39588,55.7284230063017
433.3,1.92,10695.97,6000,aerien,general,Tanger-Med,Europe_Sud,4,20_std,EXW,500,12.745,2882.533,5522.4085,1.9368306419200971
225.48,0.54,2830.33,6000,aerien,dangereux,Tanger-Med,Europe_Nord,7,vrac,EXW,1000,22.981,9582.828,5181.75588,0.5462106022640341
24000.0,81.08,224510.43,100,routier,general,Casablanca,Amerique_Nord,5,40_std,EXW,100,0.351,103.748,8424.0,26.651285612535613
219.47,0.93,20365.55,5000,aerien,fragile,Tanger-Med,Amerique_Nord,9,40_hc,EXW,0,13.759,3244.149,3019.68773,6.744256963285405
173292.94,542.63,5521940.12,1000,maritime,perissable,Tanger-Med,Europe_Sud,4,40_std,FOB,100,0.349,111.501,60479.236059999996,91.30307324850823
185767.7,832.88,551210.43,11000,maritime,general,Agadir,Europe_Sud,3,palette,EXW,100,1.391,310.211,258402.87070000003,2.1331436005598525
2450.12,8.73,42590.75,2500,routier,dangereux,Tanger-Med,Europe_Sud,2,40_hc,FOB,5000,2.267,636.457,5554.4220399999995,7.667899503005717
1037.54,2.62,12701.27,1200,routier,perissable,Casablanca,Moyen_Orient,10,palette,FOB,0,1.412,558.202,1465.0064799999998,8.669770525520134
4051.91,17.58,72634.17,2500,routier,general,Tanger-Med,Europe_Nord,4,20_std,FCA,0,1.714,395.016,6944.973739999999,10.45852334641081
875.71,3.73,5644.83,1500,routier,general,Casablanca,Europe_Nord,2,40_hc,EXW,0,1.357,318.808,1188.3384700000001,4.750187040565976
550.86,1.64,3393.05,1500,routier,general,Casablanca,Asie,4,40_std,CIF,500,1.594,536.05,878.0708400000001,3.864209862611996
7312.63,18.66,376646.82,800,routier,perissable,Agadir,Europe_Sud,3,40_hc,EXW,100,0.741,290.391,5418.65883,69.50923315465498
1495.44,5.62,17129.76,500,routier,general,Tanger-Med,Amerique_Nord,9,40_std,FOB,0,0.72,191.552,1076.7168,15.909253018063803
213555.3,523.27,5981532.04,2000,maritime,perissable,Tanger-Med,Amerique_Sud,5,20_std,FCA,500,0.496,202.423,105923.4288,56.47034001603242
3887.49,15.14,245283.0,500,routier,fragile,Nador,Europe_Sud,3,20_reefer,CIF,0,0.935,240.019,3634.80315,67.48178371090054
279.26,2.06,3887.56,800,routier,fragile,Tanger-Med,Europe_Sud,7,20_reefer,FOB,0,1.083,146.5,302.43858,12.85404791941557
63.42,0.18,3739.07,2000,aerien,dangereux,Casablanca,Europe_Nord,11,palette,FOB,0,14.639,5193.22,928.40538,4.027410957054126
3504.64,9.19,60211.44,2000,aerien,dangereux,Agadir,Asie,2,vrac,CIF,0,17.244,6577.223,60434.01216,0.9963171043582092
203510.87,632.55,1653771.71,3000,maritime,dangereux,Tanger-Med,Asie,10,20_std,DAT,0,0.957,308.011,194759.90258999998,8.491335680535062
393.91,0.52,2974.15,2000,aerien,vrac,Tanger-Med,Afrique_Ouest,6,20_std,FCA,0,9.249,7006.509,3643.2735900000002,0.8163400103037554
213505.4,1238.12,1437245.16,5000,maritime,general,Tanger-Ville,Afrique_Ouest,1,20_reefer,DAT,0,0.962,165.826,205392.1948,6.997564641633597
15544.54,52.5,910505.31,10000,aerien,general,Tanger-Med,Amerique_Nord,8,palette,EXW,0,25.618,7585.706,398220.02572,2.2864377760856325
5496.27,24.52,123621.71,1200,routier,general,Casablanca,Amerique_Nord,12,20_std,EXW,500,1.179,264.281,6480.102330000001,19.07712312314673
5671.33,15.58,83789.52,1200,routier,perissable,Tanger-Med,Afrique_Ouest,6,20_std,EXW,0,1.714,624.013,9720.65962,8.619736033921534
7662.95,30.34,84888.07,800,routier,general,Casablanca,Asie,8,palette,CIF,0,1.305,329.707,10000.149749999999,8.488679882018769
3432.22,12.35,25337.23,500,routier,general,Tanger-Ville,Europe_Nord,4,vrac,EXW,1000,0.606,168.409,2079.92532,12.181797950322563
527.01,2.97,8666.28,250,routier,perissable,Tanger-Ville,Europe_Nord,3,40_std,DDP,0,0.74,131.585,389.9874,22.221948709112144
69935.66,80.2,177075.39,11000,maritime,vrac,Tanger-Med,Europe_Nord,11,palette,DAT,0,1.892,1649.845,132318.26872,1.338253528503392
9266.65,12.26,28783.03,2000,maritime,vrac,Casablanca,Europe_Nord,10,20_reefer,CIF,0,0.395,298.983,3660.32675,7.863513824278119
203156.27,939.34,13909161.7,1000,maritime,fragile,Tanger-Med,Europe_Nord,4,20_std,DDP,0,0.387,83.751,78621.47649,176.913005465741
1530.32,8.01,7242.18,1500,routier,general,Tanger-Med,Europe_Sud,7,20_std,FOB,10000,1.24,236.822,1897.5967999999998,3.8165009553135847
14.8,0.07,1024.15,2000,aerien,fragile,Casablanca,Amerique_Nord,6,20_std,FCA,500,11.577,2506.998,171.33960000000002,5.977310557512682
76405.65,303.27,8197082.15,3000,maritime,fragile,Casablanca,Afrique_Ouest,9,40_std,FCA,5000,0.685,172.593,52337.87025,156.61856531122416
100.0,0.12,227.82,50,routier,vrac,Casablanca,Europe_Nord,7,40_std,FCA,0,0.424,352.323,42.4,5.37311320754717
15088.44,44.04,85752.76,1000,maritime,dangereux,Tanger-Med,Europe_Sud,3,vrac,FCA,500,0.345,118.162,5205.5118,16.473454156803562
895.49,4.14,2889.05,250,routier,general,Tanger-Med,Asie,10,40_std,FOB,0,0.562,121.611,503.26538000000005,5.74060945738012
5045.37,18.1,24403.86,100,routier,general,Mohammedia,Asie,5,20_std,CIF,0,0.512,142.89,2583.22944,9.447035413160977
2890.87,3.24,9244.49,6000,aerien,vrac,Casablanca,Asie,8,20_std,FOB,5000,22.085,19680.774,63844.86395,0.1447961422118435
3092.45,11.55,12940.29,1500,routier,general,Casablanca,Amerique_Sud,5,palette,FCA,0,1.244,333.13,3847.0078,3.363728558075708
1805.7,7.28,22441.31,500,routier,general,Casablanca,Asie,5,40_std,DAT,0,0.835,207.294,1507.7595,14.883879027126012
420.57,1.15,36625.66,10000,aerien,perissable,Tanger-Ville,Asie,3,palette,DDP,0,45.958,16738.189,19328.55606,1.8948989198316766
2809.8,11.39,14717.41,2000,maritime,general,Tanger-Med,Afrique_Ouest,12,vrac,FOB,0,0.465,114.823,1306.5570000000002,11.264269373628549
875.82,1.19,1136.32,500,routier,vrac,Tanger-Ville,Amerique_Nord,12,vrac,EXW,0,0.64,473.189,560.5248,2.0272430408074715
3210.81,11.15,25598.21,250,routier,general,Nador,Europe_Nord,4,palette,DAT,0,0.516,148.451,1656.7779600000001,15.450597858025585
1855.09,6.99,18883.11,800,routier,general,Casablanca,Europe_Sud,9,palette,FOB,500,0.88,233.742,1632.4792,11.567136659382857
75520.87,75.03,144025.16,3000,maritime,vrac,Casablanca,Asie,9,40_hc,DDP,0,0.876,881.445,66156.28211999999,2.1770443468808405
975.34,3.19,10527.35,800,routier,general,Casablanca,Europe_Sud,12,vrac,FCA,0,0.935,285.836,911.9429000000001,11.543869687455212
1175.74,5.57,164963.89,1500,routier,fragile,Casablanca,Afrique_Ouest,3,20_reefer,DDP,5000,1.639,346.036,1927.0378600000001,85.60490347605314
20246.93,51.69,940996.87,4000,aerien,perissable,Tanger-Med,Europe_Nord,5,40_hc,DAT,0,16.212,6349.804,328243.22916,2.8667670386014796
3932.73,12.16,65846.31,5000,maritime,dangereux,Tanger-Med,Afrique_Ouest,8,palette,CIF,0,1.655,535.325,6508.66815,10.116710282732727
2694.98,10.95,22481.15,2500,routier,general,Agadir,Amerique_Nord,5,palette,CIF,500,1.877,461.97,5058.47746,4.444252282978444
79468.22,212.49,866479.53,2000,maritime,perissable,Casablanca,Europe_Nord,7,40_std,DDP,0,0.598,223.82,47521.995559999996,18.23323115516069
48080.97,281.4,457137.0,3000,maritime,general,Casablanca,Europe_Nord,12,20_std,CIF,5000,0.515,88.02,24761.69955,18.461454920609437
2042.82,2.35,5847.24,1200,routier,vrac,Tanger-Med,Europe_Sud,10,20_std,FCA,10000,1.036,900.253,2116.36152,2.7628738968945155
5718.67,28.3,114992.89,800,routier,general,Casablanca,Europe_Sud,3,vrac,DAT,10000,0.693,139.978,3963.03831,29.01634579454772
87.66,0.42,745.13,2000,aerien,general,Tanger-Med,Amerique_Nord,2,20_std,DAT,0,8.849,1836.331,775.70334,0.9605862983650425
6221.15,34.79,115505.51,500,routier,fragile,Casablanca,Afrique_Ouest,2,20_reefer,CIF,0,0.926,165.625,5760.7849,20.050307728031992
4603.89,13.23,81265.5,3000,maritime,perissable,Casablanca,Amerique_Nord,11,40_std,DAT,0,0.906,315.299,4171.12434,19.482876408330707
781.19,2.66,8660.87,500,routier,dangereux,Agadir,Afrique_Ouest,11,40_std,EXW,1000,0.977,286.931,763.22263,11.347763626977361
429.48,0.92,6450.4,250,routier,dangereux,Tanger-Med,Moyen_Orient,9,20_std,CIF,0,0.795,372.565,341.43660000000006,18.89194069997182
844.08,3.26,10890.85,2500,routier,general,Casablanca,Europe_Sud,1,20_std,CIF,100,2.005,518.98,1692.3804,6.435225792026427
260.93,0.75,1287.62,1500,routier,general,Tanger-Med,Amerique_Sud,1,40_std,FOB,0,1.301,450.51,339.46993,3.7930310940942547
4103.83,4.84,4885.04,500,routier,vrac,Casablanca,Europe_Nord,2,20_reefer,DAT,0,0.759,643.651,3114.80697,1.5683283256554417
2902.79,10.42,17543.34,1200,routier,general,Casablanca,Europe_Sud,6,20_std,DAT,0,1.503,418.623,4362.89337,4.021033408845378
346.34,1.67,7959.61,10000,aerien,general,Tanger-Med,Europe_Sud,6,40_hc,EXW,0,24.848,5151.06,8605.856319999999,0.9249062154921035
490.46,1.61,9085.85,1000,aerien,dangereux,Tanger-Med,Europe_Sud,11,vrac,CIF,10000,9.827,3001.589,4819.750419999999,1.8851287324541592
532.37,1.89,5377.73,2000,maritime,general,Casablanca,Asie,6,40_std,EXW,0,0.485,136.31,258.19945,20.827813537170584
83.86,0.54,7484.34,4000,aerien,fragile,Casablanca,Europe_Nord,6,palette,FOB,500,17.355,2711.966,1455.3903,5.142496827139771
1952.61,4.94,7095.72,1500,routier,perissable,Tanger-Med,Europe_Sud,6,20_std,FOB,5000,1.538,607.504,3003.11418,2.362787285030901
21922.14,81.72,1061043.24,500,aerien,fragile,Casablanca,Afrique_Ouest,8,40_std,FOB,0,9.06,2430.414,198614.5884,5.342222082212365
1515.16,5.1,8422.64,3000,routier,general,Tanger-Ville,Europe_Sud,6,40_hc,CIF,10000,2.417,718.405,3662.14172,2.2999219156379342
318.6,1.14,6981.15,4000,aerien,general,Casablanca,Asie,9,20_std,CIF,5000,13.602,3788.326,4333.5972,1.6109365217422604
336.25,1.6,74724.41,3000,aerien,fragile,Casablanca,Moyen_Orient,5,40_std,CIF,1000,10.173,2144.335,3420.67125,21.844955138556507
1709.18,7.41,8335.95,2000,maritime,general,Nador,Amerique_Nord,4,40_std,CIF,0,0.431,99.397,736.65658,11.315924171884816
228.6,0.67,7823.59,2000,aerien,perissable,Tanger-Med,Amerique_Nord,1,40_hc,CIF,0,12.558,4294.561,2870.7588,2.725269012499413
95011.45,535.63,2410676.03,9000,maritime,fragile,Casablanca,Europe_Sud,11,20_std,FOB,10000,1.34,237.722,127315.34300000001,18.934685900347453
994.51,3.37,11912.22,3000,routier,dangereux,Tanger-Med,Amerique_Nord,2,40_std,FCA,1000,3.461,1020.297,3441.9991099999997,3.460843428283164
802.95,2.28,11042.06,500,routier,perissable,Casablanca,Europe_Nord,11,vrac,CIF,100,0.888,312.934,713.0196000000001,15.486334457005107
3792.47,12.42,52333.13,12000,maritime,general,Tanger-Med,Asie,4,20_std,FOB,0,1.992,608.492,7554.60024,6.927319558605791
16459.83,110.88,295738.72,1500,routier,fragile,Casablanca,Asie,9,20_reefer,EXW,0,2.034,301.893,33479.29422,8.833481317038348
222985.22,696.99,1234707.57,3000,maritime,general,Tanger-Ville,Europe_Sud,4,palette,FCA,0,0.485,155.277,108147.8317,11.416849978324624
26595.31,26.74,264726.19,6000,aerien,vrac,Tanger-Med,Amerique_Nord,8,40_hc,CIF,500,14.935,14856.769,397200.95485000004,0.6664792387016588
1320.81,4.89,17473.88,500,routier,general,Tanger-Med,Afrique_Ouest,2,20_reefer,EXW,100,0.506,136.584,668.3298599999999,26.14559223794071
233982.11,1082.24,31317259.96,5000,maritime,fragile,Tanger-Med,Amerique_Nord,1,vrac,FCA,500,0.957,206.993,223920.87926999998,139.85859676014482
20577.34,61.07,1723154.18,1000,aerien,perissable,Casablanca,Europe_Nord,9,40_std,DDP,10000,8.071,2719.702,166079.71114,10.375464698077629
11478.0,45.53,165025.93,6000,aerien,general,Nador,Afrique_Ouest,10,20_std,FOB,1000,15.84,3993.173,181811.52,0.9076758722439591
448.06,1.41,17511.36,1000,aerien,perissable,Casablanca,Moyen_Orient,12,40_std,FOB,100,9.828,3120.909,4403.53368,3.9766608529720617
3161.66,12.57,128000.58,9000,maritime,general,Casablanca,Europe_Sud,6,40_hc,FOB,500,1.654,416.195,5229.3856399999995,24.47717357482934
199.48,0.78,4607.22,8000,aerien,general,Tanger-Med,Europe_Sud,11,20_std,EXW,100,18.304,4703.919,3651.2819199999994,1.2618088936830167
214186.48,622.52,1464404.8,2000,maritime,general,Jorf Lasfar,Afrique_Ouest,10,20_std,DAT,0,0.48,165.083,102809.5104,14.243865127870505
285.86,1.28,9886.7,500,routier,fragile,Casablanca,Europe_Sud,5,20_std,DAT,0,0.677,150.653,193.52722000000003,51.086870363765875
4035.37,16.85,21699.45,500,routier,general,Mohammedia,Asie,3,20_std,FOB,0,0.765,183.231,3087.05805,7.029168110395592
105031.88,133.94,350626.32,5000,maritime,vrac,Tanger-Med,Europe_Sud,9,20_std,EXW,0,0.721,565.727,75727.98548,4.630075893047511
721.42,3.37,4774.59,250,routier,general,Agadir,Europe_Sud,2,40_hc,FOB,0,0.586,125.595,422.75211999999993,11.294065184108364
78948.67,221.69,7359189.39,5000,maritime,dangereux,Tanger-Med,Europe_Nord,10,40_hc,FOB,0,1.287,458.497,101606.93828999999,72.42802030896625
83204.96,351.93,1942712.81,2000,maritime,fragile,Casablanca,Europe_Sud,8,40_std,FOB,1000,0.607,143.563,50505.41072,38.465439292639815
1288.72,1.79,4892.96,100,routier,vrac,Nador,Europe_Sud,4,20_std,EXW,1000,0.291,209.902,375.01752,13.04728376423587
17828.29,81.36,331497.02,500,maritime,general,Casablanca,Europe_Nord,7,palette,EXW,0,0.263,57.664,4688.840270000001,70.69914966414498
129364.54,366.89,223596.59,1000,maritime,dangereux,Tanger-Med,Europe_Sud,8,20_reefer,DAT,0,0.488,172.007,63129.89552,3.5418495177005798
1890.16,8.85,11264.3,1500,routier,general,Agadir,Europe_Sud,12,20_std,FCA,100,1.399,298.685,2644.3338400000002,4.259787410200824
1082.98,3.53,17187.79,3000,routier,general,Agadir,Europe_Sud,1,40_hc,FOB,5000,2.684,822.344,2906.7183200000004,5.913125424550941
2728.91,13.27,14969.66,500,routier,fragile,Tanger-Med,Europe_Nord,10,20_std,DDP,0,0.953,196.108,2600.65123,5.756119785427745
3163.32,13.41,42472.02,800,routier,general,Casablanca,Moyen_Orient,11,40_std,EXW,0,0.966,227.967,3055.76712,13.898971463506028
3459.82,13.76,82584.24,1000,aerien,general,Tanger-Med,Europe_Sud,1,palette,FOB,5000,4.239,1066.046,14666.17698,5.630931640373537
2938.12,11.26,46924.27,800,routier,general,Tanger-Med,Amerique_Nord,9,40_std,DDP,0,1.164,303.677,3419.9716799999997,13.72066040032238
72862.5,342.66,675330.59,1000,maritime,general,Nador,Europe_Nord,9,20_std,DDP,100,0.394,83.802,28707.825,23.52426873160889
10779.11,59.71,99969.83,800,routier,general,Casablanca,Europe_Sud,11,palette,DDP,0,1.287,232.245,13872.71457,7.206219770151301
3410.45,13.45,80377.57,2500,routier,fragile,Tanger-Med,Europe_Sud,10,20_std,FOB,0,2.511,636.577,8563.63995,9.385911886685522
2089.09,6.98,33187.25,2000,aerien,general,Casablanca,Europe_Sud,1,40_std,FOB,1000,6.215,1860.896,12983.69435,2.5560714158370494
11693.28,27.18,62811.17,9000,maritime,dangereux,Tanger-Med,Amerique_Sud,5,40_std,FOB,0,2.778,1195.001,32483.93184,1.9336073696182217
1161.22,4.9,32039.27,50,routier,fragile,Casablanca,Moyen_Orient,11,20_reefer,FOB,0,0.332,78.69,385.52504000000005,83.10554873426638
24000.0,49.59,302382.98,500,routier,perissable,Casablanca,Amerique_Nord,4,vrac,EXW,100,0.899,435.144,21576.0,14.01478401928068
5873.38,32.89,121787.82,100,routier,fragile,Agadir,Europe_Sud,10,40_std,FOB,0,0.538,96.106,3159.8784400000004,38.54193201178967
443.85,1.43,5999.74,500,routier,dangereux,Tanger-Med,Europe_Sud,11,40_hc,EXW,0,0.966,299.848,428.7591,13.993265682291058
31042.24,78.33,389690.74,2000,maritime,perissable,Tanger-Med,Afrique_Ouest,11,40_std,EXW,100,0.569,225.679,17663.03456,22.062502265748837
720.02,4.08,1742.73,500,routier,general,Nador,Europe_Sud,4,20_std,FOB,0,0.512,90.436,368.65024,4.727326367670343
24000.0,29.77,71943.99,500,routier,vrac,Casablanca,Amerique_Nord,11,20_reefer,FOB,0,0.598,481.938,14352.0,5.012819816053512
1397.91,1.86,4144.7,500,routier,vrac,Casablanca,Europe_Sud,2,40_std,DAT,10000,0.479,360.517,669.59889,6.189825075725558
264.61,0.58,9167.53,6000,aerien,dangereux,Casablanca,Europe_Sud,5,40_hc,FCA,0,28.756,13052.555,7609.1251600000005,1.2048073605349923
373.82,1.65,1696.59,10000,aerien,general,Tanger-Med,Europe_Sud,11,40_std,CIF,5000,15.784,3565.329,5900.37488,0.287539357160303
713.71,1.64,13435.04,500,routier,perissable,Tanger-Med,Afrique_Ouest,12,palette,DDP,0,1.113,483.009,794.35923,16.913053304611317
245865.97,825.83,2759775.56,2000,maritime,perissable,Tanger-Med,Asie,2,40_hc,EXW,10000,0.403,119.897,99083.98591,27.852892015332934
548.62,2.4,58160.47,250,routier,fragile,Tanger-Med,Europe_Sud,3,40_std,CIF,0,0.55,125.496,301.74100000000004,192.74964290567073
4907.56,14.16,196808.65,2000,routier,dangereux,Tanger-Med,Europe_Sud,8,40_std,FCA,0,2.864,993.022,14055.25184,14.00249901178576
1851.89,4.77,7079.62,5000,maritime,perissable,Agadir,Europe_Nord,9,40_std,EXW,0,1.082,420.304,2003.7449800000002,3.53319412932478
